difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.476,0.598,108,work,home,,-1,116.2
0.051,0.511,111,study,cafe,,-1,106.4
0.251,0.323,153,social,cafe,19:18,-1.7,0.0
0.629,0.417,43,errand,home,,-1,44.7
0.297,0.444,15,errand,store,17:30,4.5,19.9
0.033,0.172,44,errand,store,10:00,-4.0,0.0
0.405,0.78,61,personal,cafe,21:18,8.3,69.1
0.638,0.685,44,work,home,,-1,56.9
0.435,0.424,52,study,cafe,,-1,71.8
0.475,0.865,55,health,outdoor,,-1,98.7
0.657,0.693,51,study,office,,-1,71.8
0.236,0.544,38,errand,store,,-1,40.4
0.453,0.195,82,personal,store,,-1,69.3
0.307,0.514,92,social,home,17:00,-3.0,0.0
0.252,0.305,12,errand,outdoor,,-1,33.8
0.284,0.206,69,personal,cafe,,-1,65.4
0.203,0.814,81,work,home,,-1,77.1
0.315,0.468,43,study,cafe,,-1,47.7
0.428,0.921,54,work,home,12:18,-6.7,0.0
0.533,0.488,151,social,outdoor,18:00,2.0,156.3
0.737,0.356,94,work,home,,-1,115.1
0.238,0.17,52,personal,cafe,,-1,46.9
0.35,0.681,91,work,office,,-1,109.7
0.585,0.536,95,social,outdoor,,-1,121.8
0.525,0.189,78,social,home,21:45,15.75,72.5
0.793,0.499,54,study,cafe,11:18,-10.7,0.0
0.321,0.135,106,social,home,13:18,-6.7,0.0
0.606,0.367,93,work,cafe,12:45,-5.25,0.0
0.288,0.393,75,personal,cafe,19:15,8.25,71.0
0.425,0.553,53,personal,cafe,18:30,0.5,45.9
0.791,0.651,105,work,office,,-1,142.1
0.811,0.578,20,health,gym,,-1,43.1
0.325,0.228,41,personal,cafe,11:18,4.3,43.2
0.904,0.749,62,study,home,,-1,89.4
0.304,0.708,25,errand,store,08:15,-11.75,0.0
0.474,0.698,42,errand,home,11:00,-3.0,0.0
0.63,0.836,57,study,home,,-1,61.2
1.0,0.698,34,health,gym,,-1,75.0
0.465,0.749,38,health,gym,16:45,-4.25,0.0
0.495,0.702,52,health,home,18:45,3.75,67.1
0.649,0.561,31,health,home,10:00,-8.0,0.0
0.722,0.785,29,health,outdoor,,-1,65.2
0.361,0.548,90,personal,home,,-1,71.2
0.835,0.498,99,work,cafe,,-1,139.6
0.385,0.425,111,work,cafe,,-1,128.5
0.454,0.656,87,work,home,16:45,6.75,91.4
0.884,0.481,71,social,cafe,12:18,-2.7,0.0
0.56,0.0,99,study,home,,-1,99.6
0.0,0.566,121,social,outdoor,,-1,122.2
0.801,0.975,40,health,gym,,-1,84.0
0.0,0.366,51,personal,cafe,13:45,2.75,47.0
0.732,0.622,43,work,office,,-1,67.1
0.564,0.877,31,health,outdoor,,-1,70.8
0.476,0.631,100,work,office,14:45,8.75,127.1
0.681,0.387,31,work,cafe,,-1,46.4
0.61,0.603,38,health,outdoor,,-1,75.3
0.41,0.453,63,personal,store,16:45,3.75,61.6
0.175,0.439,18,errand,outdoor,,-1,34.6
0.914,0.511,48,work,home,,-1,73.4
0.32,0.528,98,work,home,,-1,94.7
0.44,0.517,55,health,outdoor,23:18,4.3,85.7
0.154,0.189,17,errand,store,09:45,-7.25,0.0
0.774,0.432,55,health,gym,21:45,0.75,86.2
0.357,0.436,143,social,outdoor,,-1,167.1
0.526,0.763,106,work,home,23:15,13.25,123.1
0.373,0.616,32,work,cafe,20:30,10.5,44.7
0.403,0.783,104,social,cafe,,-1,128.9
0.362,0.21,10,errand,store,19:30,9.5,20.6
0.751,0.736,93,work,office,11:18,4.3,141.3
0.736,0.263,41,personal,cafe,,-1,53.3
0.179,0.425,119,social,home,,-1,105.3
0.696,0.36,175,social,outdoor,,-1,218.3
0.283,0.448,103,study,home,23:18,1.3,85.6
0.498,0.528,34,personal,store,16:00,-2.0,0.0
0.318,0.424,75,social,cafe,,-1,81.2
0.145,0.141,39,personal,home,18:45,5.75,30.1
0.557,0.464,63,work,home,,-1,60.1
0.351,0.441,91,study,cafe,,-1,100.5
0.559,0.755,103,work,home,,-1,119.7
0.151,0.426,99,work,cafe,,-1,106.5
0.255,0.647,95,work,home,21:00,11.0,99.8
0.606,1.0,59,health,home,,-1,87.5
0.413,0.493,87,work,office,20:15,1.25,94.0
0.27,0.84,56,study,office,,-1,72.2
0.595,0.368,75,work,home,,-1,73.6
0.588,0.773,92,study,office,09:00,-9.0,0.0
0.787,0.565,59,study,cafe,,-1,84.1
0.544,0.6,56,work,office,18:18,-3.7,0.0
0.725,0.3,37,health,outdoor,,-1,72.7
0.505,0.498,17,errand,outdoor,19:00,7.0,41.1
0.284,0.584,32,errand,home,15:15,6.25,20.8
0.451,0.699,22,health,outdoor,10:30,-0.5,0.0
0.672,0.687,43,health,gym,19:00,13.0,74.3
0.171,0.655,17,errand,store,,-1,27.8
0.321,0.504,65,personal,cafe,13:18,1.3,64.2
0.699,0.275,109,study,office,,-1,140.4
0.164,0.776,79,social,cafe,11:15,-0.75,0.0
0.082,0.27,46,personal,cafe,,-1,46.3
0.637,0.612,31,health,outdoor,12:18,-2.7,0.0
0.453,0.276,158,social,home,14:18,-5.7,0.0
0.206,0.64,18,errand,outdoor,12:45,6.75,41.1
0.306,0.264,44,errand,home,16:00,-3.0,0.0
0.382,0.333,105,social,cafe,23:30,3.5,113.7
0.221,0.589,104,study,cafe,,-1,111.0
0.459,0.589,93,study,home,,-1,97.1
0.18,0.01,36,personal,cafe,22:00,12.0,31.7
0.559,0.643,40,health,outdoor,13:45,-5.25,0.0
0.134,0.448,62,personal,cafe,,-1,58.2
0.682,0.242,72,social,home,,-1,70.5
0.535,0.202,50,personal,cafe,15:00,9.0,55.0
0.411,0.71,71,work,cafe,,-1,85.4
0.496,0.397,53,study,home,,-1,49.6
0.0,0.183,57,personal,cafe,20:30,9.5,41.5
0.296,0.741,71,work,cafe,,-1,85.7
0.103,0.244,61,personal,home,,-1,41.1
0.252,0.777,26,errand,store,13:15,-1.75,0.0
0.234,0.443,125,social,outdoor,,-1,150.0
0.576,0.672,91,social,outdoor,08:30,-7.5,0.0
0.592,0.237,59,health,gym,,-1,82.9
0.227,0.286,101,social,home,08:18,-13.7,0.0
0.584,0.371,59,work,cafe,19:45,-2.25,0.0
0.909,0.245,113,social,outdoor,19:45,5.75,172.8
0.29,0.316,105,work,office,18:00,6.0,118.6
0.593,0.242,40,personal,cafe,,-1,44.7
0.501,0.361,45,study,cafe,13:30,-6.5,0.0
0.708,0.52,54,personal,home,13:00,2.0,55.8
0.241,0.512,69,personal,cafe,,-1,70.2
0.037,0.546,34,personal,home,19:18,3.3,23.1
0.097,0.73,35,work,office,16:00,-6.0,0.0
0.397,0.313,65,study,cafe,16:45,6.75,73.0
0.528,0.658,73,study,home,,-1,71.1
0.739,0.345,42,study,home,19:18,1.3,46.6
0.772,0.819,32,work,office,,-1,55.1
0.414,0.609,86,work,office,,-1,113.2
0.567,0.538,90,study,home,,-1,99.4
0.572,0.722,111,work,cafe,19:00,10.0,128.9
0.335,0.0,87,social,outdoor,,-1,95.9
0.41,0.524,115,work,office,,-1,133.4
0.661,0.602,61,work,home,,-1,72.2
0.76,0.76,119,study,cafe,,-1,155.7
0.569,0.598,145,social,cafe,09:45,1.75,142.5
0.527,0.382,45,personal,cafe,22:00,16.0,50.2
0.458,0.493,30,study,home,,-1,36.1
0.385,0.347,101,work,cafe,,-1,122.9
0.157,0.0,99,social,outdoor,,-1,97.3
0.914,0.405,29,health,outdoor,13:45,-8.25,0.0
0.898,0.498,45,health,outdoor,,-1,95.9
0.701,0.413,111,work,cafe,20:00,0.0,0.0
0.322,0.702,82,personal,cafe,,-1,75.4
0.812,0.889,29,health,gym,14:45,-0.25,0.0
0.467,0.895,116,study,cafe,,-1,147.1
0.293,0.587,87,work,cafe,,-1,100.9
0.391,0.356,122,social,home,,-1,130.0
0.132,0.468,27,personal,cafe,,-1,31.4
0.554,0.446,93,work,home,12:18,5.3,95.6
0.309,0.715,53,work,office,09:00,-12.0,0.0
0.234,0.476,96,study,home,,-1,94.0
0.627,0.495,74,social,cafe,,-1,86.8
0.564,0.838,59,health,gym,,-1,87.9
0.587,0.636,37,health,gym,16:18,10.3,67.0
0.768,0.675,32,health,outdoor,16:30,6.5,61.1
0.365,0.618,28,personal,store,,-1,31.9
0.343,0.471,17,personal,cafe,18:15,1.25,25.5
0.559,0.613,115,study,cafe,,-1,126.1
0.468,0.494,114,work,cafe,14:18,4.3,132.4
0.407,0.402,107,work,office,,-1,128.8
0.512,0.137,109,social,cafe,,-1,110.2
0.0,0.568,45,errand,outdoor,,-1,60.7
0.57,0.874,43,health,home,21:00,9.0,54.8
0.551,0.735,51,work,home,,-1,64.3
0.587,0.221,18,personal,store,16:15,10.25,25.9
0.336,1.0,37,health,outdoor,,-1,78.8
0.368,0.25,33,errand,outdoor,,-1,51.6
0.161,0.218,127,social,cafe,,-1,114.0
0.437,0.352,176,social,home,,-1,194.6
0.458,0.424,87,study,office,,-1,101.5
0.584,0.651,30,work,cafe,,-1,39.4
0.687,0.771,102,work,cafe,,-1,137.0
0.412,0.777,49,work,home,,-1,55.2
0.515,0.723,91,work,home,10:30,-10.5,0.0
0.843,0.396,53,work,home,11:30,0.5,57.7
0.072,0.522,66,personal,home,13:30,2.5,46.0
0.501,0.453,77,study,home,,-1,78.2
0.434,0.578,99,study,home,,-1,102.6
0.791,0.568,29,health,gym,13:18,-2.7,0.0
0.546,0.586,31,study,office,,-1,52.2
0.221,0.456,52,personal,cafe,,-1,51.5
0.403,0.344,13,errand,outdoor,,-1,38.7
0.378,0.498,105,social,home,,-1,97.2
0.082,0.411,44,study,office,18:18,3.3,53.1
0.532,0.937,55,health,gym,,-1,93.5
0.711,0.68,52,study,home,19:18,4.3,58.3
0.274,0.143,89,personal,store,22:18,13.3,78.7
0.514,0.57,110,work,office,20:18,6.3,143.2
0.0,0.193,15,personal,cafe,,-1,20.4
0.925,0.851,40,health,gym,,-1,85.0
0.136,0.373,47,study,home,,-1,43.8
0.623,0.234,62,personal,cafe,13:45,0.75,54.5
0.51,0.758,59,study,home,,-1,67.4
0.249,0.286,104,work,cafe,,-1,107.3
0.629,0.421,34,study,cafe,,-1,49.6
0.752,0.501,39,work,home,,-1,49.3
0.4,0.17,158,social,outdoor,,-1,175.0
0.305,0.339,81,personal,home,19:00,4.0,65.6
0.378,0.443,107,work,cafe,10:00,-2.0,0.0
0.595,0.833,111,work,home,16:15,9.25,129.1
0.468,0.489,76,study,office,,-1,100.6
0.829,0.818,120,work,home,,-1,164.6
0.276,0.563,38,errand,outdoor,,-1,55.3
0.64,0.724,73,work,office,21:00,12.0,99.3
0.438,0.366,113,social,cafe,,-1,127.4
0.717,0.733,115,work,cafe,,-1,149.7
0.237,0.221,114,social,outdoor,15:18,9.3,132.8
0.651,0.331,29,personal,cafe,,-1,35.7
0.227,0.0,163,social,home,19:45,10.75,131.1
0.289,0.512,70,personal,home,,-1,57.9
0.469,0.757,25,personal,home,,-1,26.2
0.048,0.167,22,personal,store,,-1,25.6
0.192,0.574,109,work,cafe,,-1,105.3
0.158,0.688,32,errand,store,,-1,34.2
0.451,0.557,53,personal,store,18:30,6.5,56.0
0.61,0.492,40,health,outdoor,20:45,4.75,66.2
0.357,0.37,35,work,office,14:15,3.25,48.4
0.935,0.88,33,study,cafe,09:30,3.5,59.4
0.291,0.46,32,errand,store,,-1,37.9
0.384,0.606,31,work,office,,-1,50.4
0.276,0.353,10,errand,outdoor,,-1,35.0
0.314,0.426,37,study,office,,-1,54.1
0.264,0.3,63,personal,home,08:15,2.25,51.2
0.432,0.553,49,work,home,15:15,-2.75,0.0
0.289,1.0,93,social,outdoor,,-1,132.9
0.386,0.347,137,social,outdoor,,-1,159.2
0.517,0.579,52,work,home,,-1,60.4
0.136,0.579,66,personal,store,,-1,53.6
0.803,0.459,116,work,home,,-1,152.5
0.078,0.489,69,personal,store,,-1,53.6
0.86,0.557,78,work,home,,-1,101.5
0.566,0.322,28,personal,store,22:45,9.75,42.5
0.985,0.998,75,work,cafe,21:00,5.0,147.8
0.0,0.439,54,personal,cafe,,-1,44.2
0.0,0.499,29,errand,outdoor,,-1,47.7
0.065,0.439,81,personal,cafe,16:15,3.25,66.0
0.435,0.574,89,study,home,19:45,-0.25,0.0
0.34,0.692,50,study,home,14:18,3.3,47.8
0.44,0.719,66,work,cafe,,-1,76.9
0.585,0.304,75,work,office,16:18,5.3,98.3
0.227,0.751,107,study,cafe,,-1,118.4
0.49,0.441,75,study,office,,-1,95.7
0.272,0.556,30,errand,outdoor,08:30,-9.5,0.0
0.781,0.699,98,work,home,,-1,123.4
0.683,0.588,79,study,home,,-1,85.7
0.766,0.658,53,personal,cafe,19:18,-2.7,0.0
0.535,0.246,20,health,gym,,-1,39.0
0.584,0.517,103,study,home,17:15,10.25,103.4
0.248,0.346,88,study,home,13:15,3.25,82.6
0.431,0.102,169,social,outdoor,,-1,185.7
0.446,0.647,83,study,office,18:15,2.25,105.2
0.542,0.669,102,study,home,14:15,4.25,111.6
0.537,0.254,68,work,home,21:15,10.25,72.1
0.272,0.667,31,work,cafe,23:00,15.0,37.6
0.483,0.077,150,social,outdoor,,-1,161.4
0.481,0.567,106,work,cafe,22:18,3.3,127.4
0.176,0.305,39,errand,store,18:30,7.5,41.7
0.017,0.417,45,errand,store,17:18,3.3,45.0
0.39,0.415,44,personal,home,19:18,13.3,34.3
0.644,0.923,42,health,home,,-1,53.7
0.623,0.242,69,personal,cafe,10:30,-8.5,0.0
0.677,1.0,44,health,gym,20:15,2.25,92.2
0.286,0.053,160,social,home,23:00,2.0,111.8
0.345,0.836,90,work,cafe,,-1,115.5
0.178,0.621,45,work,cafe,09:30,-8.5,0.0
0.286,0.628,51,work,office,,-1,64.3
0.742,0.23,35,work,office,10:45,-7.25,0.0
0.324,0.378,70,personal,store,20:00,-1.0,65.8
0.186,0.28,64,study,office,22:45,5.75,73.4
0.594,0.273,31,personal,cafe,,-1,30.4
0.36,0.271,135,social,home,18:00,-1.0,132.7
0.394,0.339,80,personal,store,,-1,74.4
0.069,0.417,89,personal,cafe,19:15,0.25,0.0
0.413,0.14,88,social,cafe,23:15,13.25,96.2
0.466,0.839,112,work,office,23:30,8.5,143.8
0.582,0.33,60,study,cafe,21:30,5.5,72.6
0.539,0.527,76,work,office,19:18,8.3,100.6
0.285,0.433,62,personal,store,,-1,61.2
0.443,0.703,108,work,home,,-1,119.9
0.588,0.395,35,study,cafe,22:30,2.5,44.1
0.423,0.567,75,work,cafe,09:15,2.25,91.7
0.24,0.173,30,personal,cafe,18:00,-1.0,28.0
0.143,0.42,44,personal,cafe,18:00,6.0,40.5
0.663,0.242,27,personal,home,13:45,0.75,28.0
0.05,0.529,26,errand,outdoor,11:15,-2.75,0.0
0.986,0.55,42,health,outdoor,08:30,-5.5,0.0
0.693,0.507,76,work,home,23:45,12.75,97.6
0.269,0.637,101,study,office,,-1,113.3
0.55,0.481,34,personal,store,,-1,39.4
0.446,0.75,54,health,gym,11:15,0.25,0.0
0.542,0.723,66,work,home,23:15,11.25,69.7
0.388,0.894,27,health,home,,-1,32.4
0.607,0.489,102,work,office,,-1,130.2
0.437,0.763,46,health,outdoor,18:00,0.0,0.0
0.376,1.0,104,study,home,,-1,127.6
0.634,0.464,88,study,cafe,,-1,113.1
0.177,0.473,69,personal,store,,-1,61.3
0.421,0.382,173,social,home,,-1,183.3
0.471,0.364,147,social,cafe,14:45,-7.25,0.0
0.498,0.6,71,study,office,,-1,91.8
0.523,0.749,54,work,cafe,,-1,70.9
0.586,0.538,164,social,home,19:30,2.5,152.6
0.507,0.513,38,personal,cafe,15:00,-4.0,0.0
0.566,0.971,46,health,home,11:18,2.3,66.9
0.353,0.634,74,study,home,,-1,69.5
0.649,0.464,55,health,gym,,-1,87.7
0.186,0.393,18,errand,outdoor,,-1,38.6
0.486,0.369,38,work,office,,-1,61.1
0.526,0.55,31,work,office,17:15,4.25,55.0
0.436,0.579,120,work,home,,-1,130.8
0.102,0.506,20,personal,home,,-1,14.9
0.5,0.533,51,personal,home,12:30,-7.5,0.0
0.374,0.116,11,errand,store,12:18,4.3,19.3
0.73,0.803,34,health,home,20:18,8.3,43.9
0.238,0.535,64,personal,home,14:45,0.75,50.2
0.444,0.639,73,study,home,,-1,74.6
0.976,0.615,103,work,home,,-1,157.3
0.585,0.487,49,work,office,10:45,-5.25,0.0
0.595,0.667,42,work,cafe,14:18,7.3,59.9
0.666,0.473,97,social,home,13:18,-0.7,0.0
0.834,0.565,20,health,home,14:18,-3.7,0.0
0.901,0.473,38,health,home,,-1,57.9
0.376,0.499,54,personal,home,22:15,15.25,43.7
0.238,0.103,11,errand,outdoor,,-1,34.9
0.583,0.792,60,work,cafe,,-1,81.1
0.178,0.669,46,personal,cafe,19:00,8.0,46.7
0.318,0.264,115,social,home,19:15,0.25,0.0
0.386,0.733,70,study,home,,-1,72.7
0.46,0.331,83,social,outdoor,22:30,13.5,113.3
0.38,0.274,34,errand,store,10:45,0.75,33.5
0.254,0.68,78,personal,store,15:15,0.25,0.0
0.196,0.473,37,errand,store,20:18,2.3,33.4
0.264,0.494,31,errand,outdoor,,-1,52.7
0.437,0.582,42,study,office,,-1,55.3
0.51,0.555,90,study,office,,-1,120.2
0.119,0.433,39,study,cafe,,-1,39.6
0.178,0.346,17,errand,store,,-1,20.9
0.483,0.216,30,personal,home,,-1,25.9
0.589,0.773,66,work,cafe,16:18,7.3,85.2
0.324,0.743,12,errand,home,20:18,3.3,11.4
0.566,0.495,41,errand,store,,-1,46.9
0.276,0.498,41,health,gym,19:30,6.5,62.4
0.518,0.25,177,social,cafe,,-1,167.9
0.759,0.702,57,health,outdoor,16:00,-6.0,0.0
0.453,0.804,86,work,home,,-1,97.1
0.127,0.369,31,personal,store,22:15,11.25,33.9
0.398,0.321,29,health,outdoor,,-1,58.7
0.658,0.485,43,errand,home,,-1,40.0
0.497,0.452,156,social,outdoor,22:18,0.3,0.0
0.762,0.693,32,study,cafe,09:00,3.0,55.7
0.362,0.184,40,personal,cafe,,-1,37.4
0.582,0.515,172,social,cafe,11:00,-10.0,0.0
0.369,0.256,67,personal,store,18:45,10.75,66.0
0.746,0.677,53,health,gym,21:18,5.3,85.0
0.408,0.246,26,personal,store,,-1,32.4
0.438,0.777,86,work,office,08:18,-7.7,0.0
0.692,0.536,26,personal,cafe,,-1,38.6
0.561,0.611,42,work,home,,-1,43.5
0.662,0.442,37,work,cafe,,-1,53.3
0.581,0.765,62,work,cafe,08:00,-10.0,0.0
0.131,0.143,37,personal,cafe,13:30,-2.5,0.0
0.335,0.331,55,study,office,21:15,5.25,66.0
0.668,0.0,26,personal,cafe,22:18,3.3,28.3
0.611,0.345,105,work,home,18:15,0.25,0.0
1.0,0.365,21,health,gym,21:15,6.25,54.4
0.844,0.45,107,study,home,,-1,136.1
0.764,0.688,52,health,home,,-1,72.0
0.511,0.613,31,study,home,19:15,-0.75,0.0
0.315,0.82,69,work,home,11:15,-2.75,0.0
0.618,0.561,17,errand,outdoor,,-1,42.0
0.433,0.692,83,study,cafe,,-1,96.2
0.023,0.707,59,health,gym,,-1,77.6
0.852,0.73,47,health,gym,14:30,1.5,87.3
0.225,0.406,43,study,home,10:15,-10.75,0.0
0.713,0.322,87,personal,home,14:45,-7.25,0.0
0.874,0.556,50,health,gym,23:18,5.3,92.0
0.609,0.553,84,work,home,,-1,88.4
0.667,0.376,98,social,outdoor,,-1,130.8
0.595,0.199,29,errand,outdoor,23:30,13.5,51.2
0.659,0.72,35,study,office,16:30,6.5,59.3
0.884,0.729,44,personal,store,,-1,58.9
0.404,0.573,69,social,outdoor,,-1,97.5
0.198,0.196,40,health,outdoor,,-1,62.8
0.499,0.953,59,health,gym,,-1,96.3
0.465,0.984,24,personal,home,11:30,-0.5,0.0
0.494,0.355,39,study,office,11:18,0.3,43.6
0.293,0.452,111,work,office,,-1,129.8
0.434,0.502,42,study,cafe,,-1,59.2
0.775,0.099,95,work,cafe,,-1,120.8
0.265,0.202,79,personal,cafe,13:15,-1.75,0.0
0.591,0.377,84,work,office,,-1,109.7
0.321,0.681,110,study,office,,-1,130.4
0.339,0.139,152,social,cafe,,-1,143.4
0.129,0.381,24,errand,home,21:00,7.0,22.0
0.619,0.093,43,study,cafe,,-1,61.0
0.785,0.304,67,work,office,23:45,13.75,97.9
0.477,0.278,71,study,home,20:18,9.3,71.2
0.33,0.468,168,social,home,,-1,162.7
0.61,0.999,28,health,gym,,-1,51.7
0.663,0.772,21,health,outdoor,13:00,-5.0,0.0
0.575,0.392,23,personal,home,,-1,26.0
0.375,0.746,17,errand,outdoor,,-1,39.2
0.607,0.427,166,social,outdoor,21:00,7.0,180.5
0.257,0.242,140,social,outdoor,,-1,151.2
0.528,0.552,28,health,outdoor,08:15,2.25,62.3
0.916,0.333,50,work,office,11:18,-0.7,0.0
0.319,0.56,60,study,office,22:00,0.0,0.0
0.0,0.446,52,personal,store,,-1,49.3
0.453,0.497,104,work,cafe,12:00,-9.0,0.0
0.612,0.31,150,social,outdoor,,-1,165.0
0.322,0.593,40,errand,outdoor,,-1,62.3
0.275,0.338,43,errand,home,,-1,30.7
0.0,0.595,40,errand,store,,-1,36.9
0.474,0.388,50,health,home,16:45,-2.25,0.0
0.257,0.261,100,study,cafe,15:00,-3.0,0.0
0.184,0.437,35,errand,store,,-1,32.6
0.328,0.585,94,social,cafe,15:18,-3.7,0.0
0.342,0.909,104,work,cafe,14:18,-0.7,0.0
0.295,0.4,101,study,home,08:18,-5.7,0.0
0.578,0.491,72,study,office,,-1,93.5
0.209,0.805,22,errand,store,,-1,31.0
0.402,0.666,98,study,cafe,14:45,-0.25,0.0
0.613,0.259,68,social,home,,-1,69.9
0.691,0.607,49,health,home,15:30,2.5,63.4
0.733,0.217,119,work,cafe,12:00,-2.0,0.0
0.096,0.565,18,personal,home,14:30,-6.5,0.0
0.255,0.32,38,errand,outdoor,15:30,-1.5,0.0
0.704,0.524,21,personal,cafe,22:15,2.25,35.0
0.441,0.796,35,errand,home,23:18,8.3,34.1
0.432,0.478,48,study,cafe,15:00,0.0,0.0
0.546,0.507,87,personal,home,20:30,6.5,81.9
0.371,0.41,28,personal,home,,-1,25.9
0.547,0.674,95,study,cafe,,-1,106.8
0.636,0.675,26,health,home,,-1,26.3
0.288,0.398,148,social,outdoor,14:18,5.3,171.9
0.273,0.443,46,study,office,,-1,59.0
0.561,0.442,116,study,home,,-1,125.1
0.393,0.424,119,social,cafe,22:18,11.3,125.3
0.576,0.683,21,health,home,12:18,4.3,23.7
0.431,0.706,11,errand,store,,-1,17.4
0.322,0.153,56,personal,store,,-1,48.5
0.111,0.717,66,work,home,12:00,-5.0,0.0
0.557,0.067,88,work,cafe,13:00,-7.0,0.0
0.016,0.377,33,errand,home,15:00,-6.0,0.0
0.409,0.418,51,study,cafe,,-1,67.5
0.326,0.772,40,health,outdoor,09:30,1.5,72.0
0.273,0.537,82,work,office,22:00,11.0,96.1
0.648,0.359,26,personal,home,23:00,17.0,27.9
0.702,0.952,34,health,gym,,-1,75.3
0.344,0.733,34,study,home,20:45,10.75,35.0
0.475,0.687,35,health,outdoor,,-1,63.1
0.753,0.069,90,personal,home,,-1,77.2
0.607,0.0,83,social,cafe,,-1,84.0
0.776,1.0,28,health,home,10:18,1.3,52.6
0.764,0.666,93,study,cafe,,-1,118.7
0.274,0.698,22,errand,outdoor,13:15,0.25,42.9
0.148,0.524,37,errand,outdoor,,-1,52.8
0.697,0.549,49,health,gym,,-1,80.4
0.38,0.325,77,personal,store,,-1,76.9
0.166,0.546,36,errand,outdoor,12:30,-7.5,0.0
0.085,0.542,81,personal,home,18:15,3.25,58.9
0.602,0.115,79,personal,store,,-1,76.4
0.156,0.469,42,errand,store,,-1,46.3
0.602,0.766,107,study,office,17:30,10.5,124.0
0.494,0.516,33,health,gym,15:00,5.0,65.2
0.537,0.852,90,work,cafe,,-1,122.8
0.598,0.789,57,health,outdoor,,-1,97.9
0.0,0.347,29,personal,store,,-1,23.4
0.352,0.478,136,social,outdoor,10:30,1.5,153.0
0.65,0.325,11,errand,store,18:45,-2.25,0.0
0.185,0.216,36,personal,store,,-1,34.8
0.826,0.452,40,work,home,,-1,52.3
0.269,0.329,23,personal,cafe,,-1,29.5
0.188,0.562,57,personal,home,16:30,3.5,40.6
0.445,0.613,65,work,cafe,10:15,2.25,86.0
0.519,0.566,78,work,cafe,,-1,98.6
0.476,0.311,62,personal,store,19:30,-1.5,0.0
0.473,0.356,30,study,cafe,,-1,37.5
0.015,0.691,15,errand,outdoor,,-1,35.9
0.488,0.603,32,personal,store,22:45,5.75,34.4
0.446,0.529,26,personal,store,,-1,35.4
0.367,0.097,129,social,home,,-1,112.4
0.813,0.759,44,health,home,,-1,59.4
0.385,0.161,33,study,office,22:00,5.0,39.8
0.562,0.562,36,health,outdoor,10:30,-0.5,0.0
0.369,0.756,29,errand,home,23:30,2.5,27.7
0.763,1.0,60,study,cafe,10:18,3.3,94.5
0.506,0.591,42,study,cafe,22:45,2.75,58.1
0.758,0.674,73,work,office,,-1,110.4
0.04,0.213,70,personal,store,19:15,9.25,52.8
0.94,0.552,107,work,office,,-1,180.3
0.581,0.187,64,study,office,,-1,78.8
0.2,0.287,54,health,home,22:18,12.3,59.7
0.543,0.168,87,study,office,,-1,111.0
0.49,1.0,42,work,home,,-1,54.8
0.105,0.709,88,personal,home,23:15,3.25,53.5
0.0,0.151,44,errand,home,22:45,10.75,29.9
0.261,0.143,39,errand,store,18:15,7.25,35.0
0.498,0.335,105,social,home,16:45,10.75,107.7
0.325,0.38,79,personal,store,08:45,2.75,74.8
0.394,0.461,37,errand,outdoor,08:45,-3.25,0.0
0.836,0.56,59,work,home,,-1,74.6
0.448,0.652,60,personal,store,11:18,4.3,59.7
0.977,0.39,31,health,gym,20:00,14.0,68.4
0.433,0.0,85,personal,cafe,,-1,74.4
0.288,0.345,38,errand,outdoor,,-1,56.2
0.522,0.34,37,errand,outdoor,08:18,0.3,42.0
0.548,0.638,29,errand,store,,-1,34.7
0.594,0.693,41,work,cafe,20:30,6.5,56.0
0.664,0.502,86,study,home,,-1,97.6
0.0,0.085,19,personal,store,,-1,15.0
0.073,0.229,13,errand,store,,-1,18.1
0.518,0.647,38,work,office,19:18,8.3,59.3
0.33,0.854,15,errand,home,,-1,11.3
0.119,0.297,50,study,office,13:00,-8.0,0.0
0.254,0.542,112,work,home,,-1,111.2
0.671,0.532,79,work,cafe,08:45,1.75,101.4
0.522,0.387,15,errand,outdoor,,-1,39.7
0.385,0.486,36,study,office,15:18,-4.7,0.0
0.054,0.423,62,personal,store,,-1,51.9
0.746,0.813,26,health,gym,12:45,1.75,60.3
0.527,0.458,29,errand,outdoor,12:30,-7.5,0.0
0.556,0.993,23,health,outdoor,11:45,4.75,56.0
0.593,0.397,120,work,cafe,,-1,134.6
0.584,0.661,51,work,cafe,,-1,65.7
0.142,0.44,117,study,cafe,,-1,113.4
0.686,0.516,78,personal,cafe,,-1,86.5
0.224,0.254,35,errand,outdoor,,-1,50.2
0.318,0.674,30,errand,outdoor,,-1,55.0
0.255,0.49,54,work,office,,-1,69.6
0.578,0.726,42,personal,store,09:00,3.0,53.5
0.545,0.869,99,work,cafe,21:00,7.0,128.4
0.556,0.49,55,personal,store,,-1,57.1
0.335,0.59,87,personal,store,,-1,83.0
1.0,0.382,56,work,cafe,11:00,0.0,0.0
0.942,0.689,27,health,outdoor,,-1,63.1
0.366,0.312,14,errand,outdoor,,-1,36.9
0.304,0.351,13,errand,home,,-1,8.6
0.596,0.461,92,social,outdoor,,-1,120.7
0.402,0.586,48,personal,home,,-1,44.4
0.75,0.326,65,study,cafe,13:00,-6.0,0.0
0.073,0.571,104,work,office,,-1,104.2
